station_number,station_id,latitude,longitude
37249,US1CODL0016,38.8128,-107.8031
37250,US1CODL0025,38.8421,-107.5748
37251,US1CODL0026,38.8578,-107.8283
37252,US1CODN0016,39.6656,-104.9657
37253,US1CODN0024,39.7401,-104.9874
37254,US1CODN0025,39.7264,-104.9489
37255,US1CODN0030,39.6318,-105.0463
37256,US1CODN0049,39.72,-104.9175
37257,US1CODN0074,39.7603,-105.0499
37258,US1CODN0076,39.6676,-104.9664
37259,US1CODN0077,39.7169,-104.9223
37260,US1CODN0079,39.7588,-105.0417
37261,US1CODN0082,39.6863,-104.9151
37262,US1CODN0103,39.6826,-105.0273
37263,US1CODN0109,39.6679,-104.944
37264,US1CODN0112,39.731,-104.9635
37265,US1CODR0003,37.6009,-108.9951
37266,US1COEG0001,39.6102,-106.911
37267,US1COEG0006,39.3793,-106.9249
37268,US1COEG0008,39.7332,-106.6806
37269,US1COEG0021,39.645,-106.3953
37270,US1COEL0005,39.3811,-104.629
37271,US1COEL0010,39.5482,-104.1273
37272,US1COEL0013,39.3538,-104.5051
37273,US1COEL0046,39.4109,-104.2391
37274,US1COEL0049,39.1503,-104.2359
37275,US1COEP0007,39.0804,-104.2931
37276,US1COEP0012,39.0988,-104.7629
37277,US1COEP0017,39.0985,-104.8343
37278,US1COEP0024,38.9831,-104.6904
37279,US1COEP0029,38.7969,-104.1652
37280,US1COEP0037,38.9052,-104.8491
37281,US1COEP0055,39.1125,-104.859
37282,US1COEP0058,38.7989,-104.8386
37283,US1COEP0061,39.0471,-104.8302
37284,US1COEP0062,39.094,-104.6508
37285,US1COEP0064,38.8497,-104.8537
37286,US1COEP0065,38.631,-104.4415
37287,US1COEP0066,39.0999,-104.6445
37288,US1COEP0068,38.872,-104.7262
37289,US1COEP0158,38.8161,-104.8645
37290,US1COEP0175,38.848,-104.8911
37291,US1COEP0180,38.7761,-104.7294
37292,US1COEP0188,38.8611,-104.7612
37293,US1COEP0189,38.9384,-104.8426
37294,US1COEP0192,39.0267,-104.7478
37295,US1COEP0194,38.8437,-104.8052
37296,US1COEP0202,38.6911,-104.6817
37297,US1COFM0001,38.4213,-105.0002
37298,US1COFM0002,38.3841,-105.162
37299,US1COFM0005,38.342,-105.492
37300,US1COFM0008,38.4431,-105.04
37301,US1COFM0009,38.4298,-105.2314
37302,US1COFM0011,38.4777,-105.2363
37303,US1COFM0014,38.3137,-105.6306
37304,US1COFM0019,38.4507,-105.2192
37305,US1COFM0021,38.3086,-105.6417
37306,US1COFM0034,38.4523,-105.1967
37307,US1COFM0048,38.4727,-105.2466
37308,US1COFM0050,38.4622,-105.0277
37309,US1COFM0059,38.454,-105.2384
37310,US1COGF0001,39.5413,-107.3269
37311,US1COGF0002,39.5502,-107.768
37312,US1COGF0004,39.5308,-107.3224
37313,US1COGF0006,39.5483,-107.7873
37314,US1COGF0040,39.5664,-107.3505
37315,US1COGF0046,39.5681,-107.3556
37316,US1COGF0047,39.3978,-107.2227
37317,US1COGF0049,39.4582,-107.1839
37318,US1COGN0018,38.9603,-106.9908
37319,US1COGN0039,38.4843,-106.6742
37320,US1COGN0040,38.6391,-106.9408
37321,US1COGN0041,38.5402,-106.9238
37322,US1COGN0050,39.0791,-107.1906
37323,US1COGR0003,40.1625,-106.5441
37324,US1COGR0005,40.0063,-105.7988
37325,US1COGR0016,40.0046,-105.8609
37326,US1COGR0039,40.1715,-105.8964
37327,US1COGR0045,40.0601,-106.3962
37328,US1COGR0052,40.0911,-106.2
37329,US1COHF0014,37.6491,-104.9336
37330,US1COJF0001,39.5884,-105.075
37331,US1COJF0003,39.7005,-105.0985
37332,US1COJF0010,39.7191,-105.0888
37333,US1COJF0024,39.5346,-105.2273
37334,US1COJF0026,39.8153,-105.1533
37335,US1COJF0040,39.7611,-105.2297
37336,US1COJF0051,39.5561,-105.3114
37337,US1COJF0053,39.494,-105.3497
37338,US1COJF0054,39.509,-105.3609
37339,US1COJF0057,39.8947,-105.0646
37340,US1COJF0061,39.581,-105.0762
37341,US1COJF0063,39.7866,-105.2811
37342,US1COJF0065,39.7176,-105.2991
37343,US1COJF0072,39.8826,-105.1056
37344,US1COJF0081,39.4839,-105.2434
37345,US1COJF0087,39.5356,-105.3058
37346,US1COJF0125,39.5677,-105.308
37347,US1COJF0128,39.6183,-105.2793
37348,US1COJF0145,39.839,-105.0679
37349,US1COJF0151,39.4965,-105.1775
37350,US1COJF0157,39.5795,-105.2789
37351,US1COJF0179,39.6835,-105.0758
37352,US1COJF0184,39.5891,-105.1006
37353,US1COJF0212,39.6082,-105.1371
37354,US1COJF0215,39.6382,-105.1291
37355,US1COJF0216,39.4619,-105.3646
37356,US1COJF0217,39.7736,-105.0589
37357,US1COJF0222,39.4722,-105.3913
37358,US1COJF0240,39.8171,-105.1774
37359,US1COJF0251,39.8502,-105.1009
37360,US1COJF0267,39.7738,-105.3864
37361,US1COJF0276,39.8143,-105.3945
37362,US1COJF0290,39.7564,-105.1468
37363,US1COJF0331,39.8817,-105.3903
37364,US1COJF0332,39.5403,-105.0963
37365,US1COJF0333,39.6774,-105.1367
37366,US1COJF0335,39.5886,-105.1004
37367,US1COJF0343,39.7667,-105.1142
37368,US1COJK0023,40.6589,-106.5781
37369,US1COKC0050,39.4915,-102.8229
37370,US1COKC0080,39.4166,-102.2036
37371,US1COKC0084,39.3045,-102.6089
37372,US1COKC0123,39.3046,-102.6036
37373,US1COKW0004,38.4797,-102.7735
37374,US1COLA0012,37.3369,-104.1084
37375,US1COLA0013,37.212,-104.7258
37376,US1COLA0018,37.2528,-104.3743
37377,US1COLA0033,37.3593,-104.7734
37378,US1COLG0002,40.6421,-103.2376
37379,US1COLG0003,40.6825,-103.4289
37380,US1COLK0001,39.2573,-106.3173
37381,US1COLK0010,39.1601,-106.2816
37382,US1COLN0016,39.4861,-103.2613
37383,US1COLN0018,38.6779,-103.7049
37384,US1COLN0034,38.7245,-103.6262
37385,US1COLN0036,38.7357,-103.5345
37386,US1COLP0008,37.2584,-107.793
37387,US1COLP0022,37.2736,-107.8749
37388,US1COLP0025,37.2226,-107.6097
37389,US1COLP0026,37.1112,-108.1445
37390,US1COLP0034,37.3875,-107.8455
37391,US1COLP0042,37.2379,-107.5949
37392,US1COLP0098,37.3244,-107.5979
37393,US1COLR0022,40.5691,-105.0682
37394,US1COLR0025,40.5287,-105.1194
37395,US1COLR0035,40.2632,-105.1637
37396,US1COLR0036,40.5872,-104.963
37397,US1COLR0050,40.2934,-105.2692
37398,US1COLR0061,40.5205,-105.2564
37399,US1COLR0075,40.5538,-105.1289
37400,US1COLR0104,40.4407,-105.0619
37401,US1COLR0112,40.6079,-105.0422
37402,US1COLR0140,40.7385,-105.0833
37403,US1COLR0142,40.7257,-104.9662
37404,US1COLR0165,40.6964,-104.9817
37405,US1COLR0166,40.7075,-105.0066
37406,US1COLR0171,40.7618,-105.0208
37407,US1COLR0181,40.7825,-104.9973
37408,US1COLR0187,40.7689,-105.064
37409,US1COLR0189,40.689,-105.0242
37410,US1COLR0225,40.47,-105.3092
37411,US1COLR0240,40.4018,-105.4878
37412,US1COLR0247,40.3302,-105.5221
37413,US1COLR0249,40.725,-105.4261
37414,US1COLR0250,40.751,-105.4096
37415,US1COLR0251,40.6263,-105.3912
37416,US1COLR0252,40.635,-105.1817
37417,US1COLR0255,40.5759,-105.0858
37418,US1COLR0259,40.5857,-105.1317
37419,US1COLR0260,40.5707,-105.1121
37420,US1COLR0270,40.5562,-105.0643
37421,US1COLR0273,40.5998,-105.1151
37422,US1COLR0283,40.5796,-105.1219
37423,US1COLR0284,40.5876,-105.1473
37424,US1COLR0292,40.5767,-105.023
37425,US1COLR0295,40.5541,-105.07
37426,US1COLR0309,40.5642,-105.1229
37427,US1COLR0311,40.5999,-105.1175
37428,US1COLR0312,40.624,-105.0649
37429,US1COLR0316,40.5963,-105.0908
37430,US1COLR0320,40.557,-105.1086
37431,US1COLR0329,40.86,-105.5087
37432,US1COLR0340,40.6068,-105.0634
37433,US1COLR0347,40.5641,-105.0628
37434,US1COLR0372,40.5468,-105.0944
37435,US1COLR0387,40.5984,-105.189
37436,US1COLR0391,40.5407,-105.1187
37437,US1COLR0393,40.5653,-104.9811
37438,US1COLR0397,40.5267,-105.1637
37439,US1COLR0412,40.5968,-105.1329
37440,US1COLR0413,40.5393,-105.1185
37441,US1COLR0468,40.4154,-105.1114
37442,US1COLR0472,40.365,-105.1006
37443,US1COLR0495,40.3833,-105.139
37444,US1COLR0500,40.3666,-105.0992
37445,US1COLR0501,40.4262,-105.1162
37446,US1COLR0509,40.3926,-105.1587
37447,US1COLR0515,40.3684,-105.2788
37448,US1COLR0519,40.3748,-104.9708
37449,US1COLR0528,40.4326,-105.0923
37450,US1COLR0530,40.458,-105.0641
37451,US1COLR0546,40.6754,-105.215
37452,US1COLR0555,40.7335,-105.4052
37453,US1COLR0567,40.7643,-105.1988
37454,US1COLR0613,40.6391,-105.0424
37455,US1COLR0623,40.5192,-105.1593
37456,US1COLR0625,40.4693,-104.9843
37457,US1COLR0630,40.4765,-104.9685
37458,US1COLR0632,40.5321,-105.0253
37459,US1COLR0636,40.6108,-105.0412
37460,US1COLR0645,40.5281,-105.0922
37461,US1COLR0653,40.6051,-105.0638
37462,US1COLR0662,40.3922,-105.0539
37463,US1COLR0667,40.4524,-105.0856
37464,US1COLR0672,40.8521,-105.3998
37465,US1COLR0676,40.442,-105.1067
37466,US1COLR0691,40.4152,-105.1048
37467,US1COLR0715,40.451,-105.0854
37468,US1COLR0735,40.2797,-105.3636
37469,US1COLR0749,40.374,-105.2889
37470,US1COLR0752,40.2696,-105.1691
37471,US1COLR0758,40.4955,-105.0567
37472,US1COLR0761,40.6348,-105.1487
37473,US1COLR0762,40.6215,-105.0637
37474,US1COLR0767,40.3464,-105.5217
37475,US1COLR0769,40.546,-105.0731
37476,US1COLR0797,40.6374,-105.0817
37477,US1COLR0815,40.8187,-105.5118
37478,US1COLR0816,40.5045,-105.0514
37479,US1COLR0825,40.5872,-105.0863
37480,US1COLR0844,40.4087,-105.0959
37481,US1COLR0845,40.4721,-104.9772
37482,US1COLR0849,40.569,-105.07
37483,US1COLR0854,40.4424,-105.103
37484,US1COLR0863,40.5633,-105.0872
37485,US1COLR0885,40.5023,-105.068
37486,US1COLR1019,40.2805,-105.3653
37487,US1COME0003,39.1779,-108.6187
37488,US1COME0007,39.2222,-108.7063
37489,US1COME0013,39.0508,-108.5368
37490,US1COME0024,39.263,-108.9319
37491,US1COME0047,39.0721,-108.6066
37492,US1COME0053,39.2396,-107.9575
37493,US1COME0067,39.0896,-108.5351
37494,US1COMN0004,37.8493,-106.929
37495,US1COMR0001,40.2469,-103.624
37496,US1COMR0048,40.2428,-103.7908
37497,US1COMR0063,39.9861,-104.095
37498,US1COMR0081,40.293,-103.5465
37499,US1COMR0083,40.1539,-103.6024
37500,US1COMR0084,40.2565,-103.6273
37501,US1COMT0005,38.4729,-107.8574
37502,US1COMT0006,38.4912,-107.9469
37503,US1COMT0009,38.5253,-107.9217
37504,US1COMT0013,38.4709,-107.8911
37505,US1COMT0015,38.4633,-107.8225
37506,US1COMT0025,38.6507,-107.967
37507,US1COMT0031,38.5246,-107.7488
37508,US1COMZ0013,37.3758,-108.3524
37509,US1COMZ0014,37.4661,-108.61
37510,US1COMZ0030,37.4884,-108.4177
37511,US1COMZ0031,37.3367,-108.7244
37512,US1COMZ0034,37.3398,-108.5938
37513,US1COMZ0043,37.3712,-108.6122
37514,US1COOR0013,38.2013,-107.77
37515,US1COOT0006,38.109,-103.5092
37516,US1COOT0009,37.9785,-103.5601
37517,US1COOT0013,38.1044,-103.546
37518,US1COOT0023,38.0143,-103.6286
37519,US1COOT0025,37.9663,-103.5443
37520,US1COPH0014,40.5784,-102.3103
37521,US1COPH0027,40.5822,-102.3033
37522,US1COPH0037,40.6455,-102.6284
37523,US1COPK0005,39.3303,-106.0611
37524,US1COPK0015,39.2323,-106.0516
37525,US1COPK0039,39.0205,-105.494
37526,US1COPK0046,38.9446,-105.4895
37527,US1COPK0057,38.8733,-105.6944
37528,US1COPK0067,38.7487,-105.6236
37529,US1COPK0069,39.4905,-105.5239
37530,US1COPK0078,39.2016,-106.0412
37531,US1COPU0014,38.2214,-104.9425
37532,US1COPU0015,38.3162,-104.5963
37533,US1COPU0021,38.2948,-104.5848
37534,US1COPU0041,38.3357,-104.7593
37535,US1COPU0055,38.3344,-104.8305
37536,US1COPU0060,38.27,-104.61
37537,US1COPU0065,38.3042,-104.744
37538,US1CORG0002,37.5459,-106.1217
37539,US1CORG0009,37.6812,-106.355
37540,US1CORG0010,37.577,-106.1004
37541,US1CORG0016,37.6792,-106.2917
37542,US1CORT0016,40.4848,-106.8092
37543,US1CORT0022,40.7078,-106.929
37544,US1CORT0026,40.0806,-106.8929
37545,US1COSA0002,37.9802,-105.689
37546,US1COSA0011,37.7922,-106.3409
37547,US1COSA0035,38.4026,-106.4157
37548,US1COSA0038,37.7636,-106.0933
37549,US1COSM0008,38.0614,-108.9101
37550,US1COSU0004,39.5823,-106.0959
37551,US1COSU0016,39.597,-106.0071
37552,US1COSU0035,39.9024,-106.305
37553,US1COSU0039,39.52,-106.0412
37554,US1COTL0016,38.8071,-105.2311
37555,US1COWA0021,39.8265,-103.5733
37556,US1COWA0023,40.3933,-103.4507
37557,US1COWA0055,39.9392,-103.512
37558,US1COWE0003,40.4505,-104.6799
37559,US1COWE0025,40.4108,-104.7914
37560,US1COWE0042,40.4282,-104.5823
37561,US1COWE0043,40.2917,-104.6394
37562,US1COWE0080,40.4275,-104.7652
37563,US1COWE0081,40.9753,-104.3063
37564,US1COWE0093,40.4802,-104.3139
37565,US1COWE0120,40.5383,-104.6269
37566,US1COWE0127,40.8877,-104.8781
37567,US1COWE0129,40.4932,-104.6681
37568,US1COWE0132,40.5959,-104.9323
37569,US1COWE0137,40.4285,-104.7024
37570,US1COWE0163,40.3575,-104.7752
37571,US1COWE0171,40.4005,-104.7475
37572,US1COWE0176,40.3942,-104.7695
37573,US1COWE0187,40.044,-104.7254
37574,US1COWE0203,40.12,-104.96
37575,US1COWE0209,40.0679,-105.0293
37576,US1COWE0250,40.5949,-104.9282
37577,US1COWE0254,40.5903,-104.9274
37578,US1COWE0296,40.5038,-104.5647
37579,US1COWE0302,40.1729,-105.0152
37580,US1COWE0311,40.2124,-105.0426
37581,US1COWE0318,40.438,-104.807
37582,US1COWE0340,40.3868,-104.4735
37583,US1COWE0345,40.7106,-104.7595
37584,US1COYU0024,39.7041,-102.708
37585,US1COYU0048,39.8438,-102.3241
37586,US1COYU0052,40.3454,-102.1418
37587,US1COYU0059,39.6142,-102.4833
37588,US1COYU0062,39.9774,-102.2507
37589,US1COYU0068,40.1369,-102.1981
37590,US1CTFR0009,41.4406,-73.3904
37591,US1CTHR0005,41.9563,-72.573
37592,US1CTHR0006,41.6926,-72.6909
37593,US1CTHR0008,42.0244,-72.8207
37594,US1CTWN0002,41.9623,-71.887
37595,US1CTWN0004,41.8381,-71.8391
37596,US1DENC0001,39.7537,-75.7519
37597,US1DENC0002,39.6249,-75.7861
37598,US1DENC0010,39.7256,-75.6488
37599,US1DESS0002,38.6972,-75.4931
37600,US1DESS0003,38.4691,-75.4923
37601,US1DESS0006,38.6189,-75.5985
37602,US1FLAL0004,29.8006,-82.2836
37603,US1FLAL0007,29.5908,-82.4314
37604,US1FLAL0010,29.6802,-82.3988
37605,US1FLAL0018,29.5093,-82.4222
37606,US1FLAL0026,29.6555,-82.3171
37607,US1FLBK0003,30.3212,-82.2757
37608,US1FLBK0006,30.2985,-82.1624
37609,US1FLBK0007,30.2161,-82.1606
37610,US1FLBV0001,27.9512,-80.642
37611,US1FLBV0002,28.1882,-80.6805
37612,US1FLBV0005,28.0235,-80.6881
37613,US1FLBV0006,28.1312,-80.6436
37614,US1FLBV0011,28.0165,-80.5332
37615,US1FLBV0013,28.3122,-80.7456
37616,US1FLBV0020,28.2439,-80.6842
37617,US1FLBV0023,28.3956,-80.7868
37618,US1FLBV0028,27.8861,-80.5283
37619,US1FLBV0038,28.6282,-80.8572
37620,US1FLBW0007,26.286,-80.103
37621,US1FLBW0013,25.9917,-80.3791
37622,US1FLBW0016,26.1179,-80.1521
37623,US1FLCH0013,26.9805,-82.2094
37624,US1FLCR0012,26.0976,-81.7221
37625,US1FLCR0013,26.2798,-81.7583
37626,US1FLCT0007,28.9693,-82.5587
37627,US1FLCT0008,28.871,-82.5273
37628,US1FLCT0011,28.9298,-82.3704
37629,US1FLCY0001,30.0785,-81.6956
37630,US1FLCY0002,30.1044,-81.736
37631,US1FLCY0003,29.8172,-81.9275
37632,US1FLCY0004,30.0885,-81.7599
37633,US1FLCY0005,29.8362,-81.9247
37634,US1FLCY0007,29.7981,-81.9788
37635,US1FLCY0008,30.1802,-81.7526
37636,US1FLCY0014,29.8677,-81.92
37637,US1FLCY0019,29.9019,-81.6277
37638,US1FLDV0003,30.2765,-81.7304
37639,US1FLDV0013,30.3216,-81.3956
37640,US1FLDV0021,30.356,-81.512
37641,US1FLDV0028,30.3157,-81.5985
37642,US1FLDV0032,30.3144,-81.4676
37643,US1FLDV0033,30.3044,-81.8226
37644,US1FLDV0037,30.5042,-81.6204
37645,US1FLDV0042,30.235,-81.7869
37646,US1FLES0004,30.604,-87.3122
37647,US1FLES0015,30.5685,-87.2547
37648,US1FLGC0003,29.6765,-82.6687
37649,US1FLGD0001,30.5247,-84.6586
37650,US1FLGD0002,30.5823,-84.4671
37651,US1FLGL0007,26.8206,-81.4495
37652,US1FLHB0003,27.9294,-82.229
37653,US1FLHB0004,27.9125,-82.2261
37654,US1FLHB0005,28.0823,-82.5493
37655,US1FLHB0010,27.8859,-82.4895
37656,US1FLHB0017,27.7305,-82.3384
37657,US1FLHB0026,28.1625,-82.4404
37658,US1FLHB0027,28.1228,-82.4531
37659,US1FLHB0029,28.0301,-82.4062
37660,US1FLHB0033,27.8283,-82.1487
37661,US1FLHB0037,28.1358,-82.4304
37662,US1FLHB0040,28.0824,-82.464
37663,US1FLHB0044,27.7057,-82.4005
37664,US1FLHB0048,28.1071,-82.5132
37665,US1FLHB0051,28.1105,-82.446
37666,US1FLHB0055,28.0126,-82.4155
37667,US1FLHL0001,27.2054,-81.2574
37668,US1FLHL0002,27.593,-81.4901
37669,US1FLHL0003,27.2877,-81.3853
37670,US1FLHL0010,27.6005,-81.5093
37671,US1FLHL0012,27.405,-81.2461
37672,US1FLHL0013,27.516,-81.525
37673,US1FLHL0016,27.3169,-81.4297
37674,US1FLHL0018,27.2614,-81.3715
37675,US1FLHN0001,28.5028,-82.5743
37676,US1FLHN0007,28.4475,-82.5236
37677,US1FLHN0008,28.5586,-82.5781
37678,US1FLHN0009,28.547,-82.5231
37679,US1FLHN0014,28.4955,-82.6018
37680,US1FLHY0003,26.7639,-81.4748
37681,US1FLIR0006,27.6438,-80.4339
37682,US1FLIR0019,27.7598,-80.4927
37683,US1FLIR0022,27.7634,-80.4742
37684,US1FLIR0024,27.6429,-80.4494
37685,US1FLIR0026,27.5996,-80.4166
37686,US1FLIR0027,27.6102,-80.393
37687,US1FLIR0029,27.5598,-80.3889
37688,US1FLJF0003,30.345,-83.9977
37689,US1FLJF0007,30.2925,-83.8973
37690,US1FLJK0002,30.6872,-85.3929
37691,US1FLLB0001,30.33,-84.78
37692,US1FLLB0003,30.3518,-84.8174
37693,US1FLLE0006,26.6586,-81.7138
37694,US1FLLE0012,26.5891,-82.1089
37695,US1FLLE0022,26.4946,-82.0774
37696,US1FLLK0003,28.565,-81.824
37697,US1FLLK0005,28.799,-81.535
37698,US1FLLN0004,30.3938,-84.22
37699,US1FLLN0010,30.4463,-84.2997
37700,US1FLLN0018,30.4202,-84.5437
37701,US1FLLN0025,30.5082,-84.2835
37702,US1FLLN0028,30.414,-84.2568
37703,US1FLLN0029,30.4935,-84.3107
37704,US1FLLN0031,30.6033,-84.1126
37705,US1FLLN0041,30.6116,-84.2568
37706,US1FLLN0047,30.4425,-84.1949
37707,US1FLLV0001,29.1569,-82.5611
37708,US1FLLV0004,29.4208,-82.6015
37709,US1FLLV0009,29.5031,-82.7226
37710,US1FLMA0006,27.54,-82.422
37711,US1FLMD0003,25.6682,-80.4087
37712,US1FLMD0007,25.6835,-80.3815
37713,US1FLMD0022,25.665,-80.4395
37714,US1FLMD0030,25.7156,-80.2968
37715,US1FLMN0001,24.5986,-81.6622
37716,US1FLMN0004,25.0453,-80.4942
37717,US1FLMN0006,24.6594,-81.5063
37718,US1FLMN0008,24.8515,-80.7352
37719,US1FLMR0003,28.9774,-82.0245
37720,US1FLMR0004,28.9609,-81.9979
37721,US1FLMR0012,29.0805,-82.1738
37722,US1FLMR0013,29.4571,-82.2998
37723,US1FLMR0016,29.1527,-82.1055
37724,US1FLMR0018,29.0609,-81.9759
37725,US1FLMR0019,28.9637,-82.0121
37726,US1FLMT0001,27.1222,-80.3169
37727,US1FLMT0007,27.1335,-80.2079
37728,US1FLOB0002,27.5847,-81.0456
37729,US1FLOK0001,30.4939,-86.4398
37730,US1FLOK0002,30.5244,-86.4924
37731,US1FLOK0015,30.4784,-86.4372
37732,US1FLOK0016,30.4586,-86.5815
37733,US1FLOK0017,30.4552,-86.6154
37734,US1FLOK0020,30.5123,-86.4305
37735,US1FLOK0023,30.73,-86.555
37736,US1FLOK0029,30.4109,-86.6475
37737,US1FLOR0001,28.5223,-81.2255
37738,US1FLOS0001,28.193,-81.4997
37739,US1FLPB0002,26.5755,-80.2026
37740,US1FLPB0012,26.607,-80.1721
37741,US1FLPB0013,26.6331,-80.0661
37742,US1FLPB0019,26.6362,-80.0558
37743,US1FLPK0007,28.09,-81.8158
37744,US1FLPK0009,28.0237,-81.6238
37745,US1FLPK0015,27.9855,-81.7902
37746,US1FLPK0018,27.957,-81.946
37747,US1FLPK0021,27.973,-81.539
37748,US1FLPK0032,28.065,-82.0423
37749,US1FLPK0034,27.9608,-81.9956
37750,US1FLPK0035,27.7027,-81.589
37751,US1FLPK0037,27.9524,-82.0424
37752,US1FLPK0039,27.8285,-81.7433
37753,US1FLPN0001,27.8964,-82.748
37754,US1FLPN0006,27.7635,-82.7315
37755,US1FLPN0009,27.7255,-82.6325
37756,US1FLPN0013,27.7286,-82.6592
37757,US1FLPN0016,27.948,-82.7605
37758,US1FLPN0017,27.7532,-82.7309
37759,US1FLPN0034,27.8033,-82.6546
37760,US1FLPN0036,28.0347,-82.7645
37761,US1FLPS0004,28.3014,-82.7146
37762,US1FLPS0006,28.1714,-82.4223
37763,US1FLPS0007,28.2698,-82.1941
37764,US1FLPS0008,28.242,-82.1638
37765,US1FLPS0010,28.3522,-82.2225
37766,US1FLPS0018,28.2839,-82.1614
37767,US1FLPS0021,28.3007,-82.1839
37768,US1FLPT0001,29.7587,-81.8385
37769,US1FLPT0007,29.5909,-81.6063
37770,US1FLPT0008,29.6962,-81.6264
37771,US1FLSJ0004,29.8129,-81.3319
37772,US1FLSL0004,27.5318,-80.3952
37773,US1FLSL0013,27.2494,-80.3718
37774,US1FLSL0017,27.2681,-80.4454
37775,US1FLSL0019,27.3237,-80.3111
37776,US1FLSL0022,27.3138,-80.3563
37777,US1FLSM0005,28.7193,-81.38
37778,US1FLSM0008,28.652,-81.1209
37779,US1FLSR0004,30.634,-87.1593
37780,US1FLSR0012,30.4089,-86.8978
37781,US1FLSS0005,26.9739,-82.3921
37782,US1FLSS0010,27.261,-82.4885
37783,US1FLSS0015,27.1132,-82.1657
37784,US1FLSS0022,26.9865,-82.3654
37785,US1FLSS0034,27.0545,-82.1527
37786,US1FLST0009,28.8699,-81.9544
37787,US1FLST0012,28.8687,-81.9842
37788,US1FLST0013,28.9003,-81.973
37789,US1FLSW0001,30.2985,-82.9818
37790,US1FLSW0002,30.3932,-83.0857
37791,US1FLVL0001,29.0314,-80.8947
37792,US1FLVL0002,28.9312,-80.8691
37793,US1FLVL0003,29.087,-81.344
37794,US1FLVL0005,29.265,-81.0472
37795,US1FLVL0006,29.0019,-80.9098
37796,US1FLVL0009,29.0995,-81.3569
37797,US1FLWS0001,30.5678,-85.873
37798,US1FLWT0005,30.8445,-86.2757
37799,US1FLWT0006,30.762,-86.157
37800,US1FLWT0013,30.779,-86.1796
37801,US1GABD0001,32.9972,-83.1998
37802,US1GABN0001,34.4821,-83.5293
37803,US1GABR0002,31.9455,-81.3002
37804,US1GABW0004,34.0426,-83.6919
37805,US1GABY0001,31.12,-81.93
37806,US1GACB0002,33.8939,-84.4938
37807,US1GACB0003,33.9833,-84.6389
37808,US1GACB0006,33.9566,-84.6717
37809,US1GACB0016,33.9993,-84.4025
37810,US1GACE0001,34.1131,-84.6049
37811,US1GACE0012,34.1851,-84.4896
37812,US1GACF0001,31.4912,-82.8908
37813,US1GACK0006,33.9152,-83.3294
37814,US1GACK0010,33.9055,-83.3448
37815,US1GACK0011,33.8625,-83.3089
37816,US1GACK0012,33.9597,-83.3855
37817,US1GACK0017,33.9841,-83.4378
37818,US1GACL0005,33.7351,-85.0191
37819,US1GACL0006,33.5551,-85.1203
37820,US1GACL0007,33.7189,-84.9121
37821,US1GACM0004,30.8194,-81.6259
37822,US1GACQ0002,31.116,-83.8577
37823,US1GACS0002,34.8852,-85.1402
37824,US1GACT0001,32.1219,-81.2531
37825,US1GACT0003,31.9689,-81.1463
37826,US1GACT0006,32.0377,-81.0946
37827,US1GACT0009,32.1154,-81.2509
37828,US1GACT0017,31.9426,-81.0262
37829,US1GACT0025,32.0427,-81.0904
37830,US1GACU0003,33.5418,-82.158
37831,US1GACW0002,33.4273,-84.6607
37832,US1GACW0009,33.384,-84.8338
37833,US1GACY0002,31.731,-84.9654
37834,US1GADG0004,32.0791,-83.0949
37835,US1GADH0001,31.618,-84.1352
37836,US1GADK0001,33.8591,-84.201
37837,US1GADK0002,33.858,-84.2637
37838,US1GADK0007,33.8483,-84.2747
37839,US1GADK0009,33.8453,-84.2914
37840,US1GADK0013,33.76,-84.2816
37841,US1GADS0002,33.6919,-84.7571
37842,US1GADS0003,33.7794,-84.7174
37843,US1GAEL0003,34.0652,-82.647
37844,US1GAEV0001,32.1932,-81.9684
37845,US1GAFL0002,34.1445,-85.1725
37846,US1GAFN0001,34.9166,-84.4764
37847,US1GAFR0001,34.2917,-83.3236
37848,US1GAFS0003,34.245,-84.0029
37849,US1GAFT0010,34.0258,-84.1934
37850,US1GAFT0019,33.7014,-84.5722
37851,US1GAFT0024,33.7881,-84.3966
37852,US1GAFY0001,33.3269,-84.4236
37853,US1GAFY0007,33.4031,-84.4342
37854,US1GAFY0008,33.466,-84.4663
37855,US1GAGE0001,33.4145,-83.2168
37856,US1GAGN0005,31.1641,-81.3964
37857,US1GAGW0006,34.0799,-83.9313
37858,US1GAGW0016,33.8996,-84.0349
37859,US1GAGW0017,34.0148,-83.8968
37860,US1GAGY0002,31.0074,-84.2467
37861,US1GAHB0005,34.7742,-83.58
37862,US1GAHB0007,34.6114,-83.6398
37863,US1GAHL0001,34.1698,-83.9261
37864,US1GAHS0003,32.6119,-83.6359
37865,US1GAHT0001,34.3807,-82.9073
37866,US1GAHT0002,34.4041,-83.0081
37867,US1GAHY0007,33.6381,-84.2566
37868,US1GAHY0008,33.4785,-84.0274
37869,US1GAJC0003,34.0529,-83.4253
37870,US1GAJC0004,34.1332,-83.7522
37871,US1GALB0004,31.818,-81.3744
37872,US1GALR0001,32.4642,-82.9861
37873,US1GALW0004,30.683,-83.236
37874,US1GALW0008,30.8859,-83.2979
37875,US1GAMA0001,34.1095,-83.1024
37876,US1GAMA0009,34.1976,-83.4016
37877,US1GAMA0010,34.0642,-83.371
37878,US1GAMI0001,31.6116,-81.3034
37879,US1GAMI0003,31.4247,-81.3958
37880,US1GAMI0005,31.5723,-81.3606
